Domaine,Zone,Élément,Produit,Année,Unité,Valeur
"Bilans Alimentaires (2010-)","Bélarus","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","1.85"
"Bilans Alimentaires (2010-)","Bélarus","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0.05"
"Bilans Alimentaires (2010-)","Belgique","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","132"
"Bilans Alimentaires (2010-)","Belgique","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","12"
"Bilans Alimentaires (2010-)","Belgique","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","322"
"Bilans Alimentaires (2010-)","Belgique","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","157"
"Bilans Alimentaires (2010-)","Belgique","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","20"
"Bilans Alimentaires (2010-)","Belgique","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","61"
"Bilans Alimentaires (2010-)","Belgique","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","78.32"
"Bilans Alimentaires (2010-)","Belgique","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","87.56"
"Bilans Alimentaires (2010-)","Belgique","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","67.06"
"Bilans Alimentaires (2010-)","Belgique","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","4.05"
"Bilans Alimentaires (2010-)","Belgique","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","12.96"
"Bilans Alimentaires (2010-)","Belgique","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","3.28"
"Bilans Alimentaires (2010-)","Belgique","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","28.78"
"Bilans Alimentaires (2010-)","Belgique","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0.29"
"Bilans Alimentaires (2010-)","Belize","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","2"
"Bilans Alimentaires (2010-)","Belize","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Belize","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","6"
"Bilans Alimentaires (2010-)","Belize","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","19"
"Bilans Alimentaires (2010-)","Belize","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Belize","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Belize","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","0.07"
"Bilans Alimentaires (2010-)","Belize","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","1.45"
"Bilans Alimentaires (2010-)","Belize","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","112.05"
"Bilans Alimentaires (2010-)","Belize","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","4.1"
"Bilans Alimentaires (2010-)","Belize","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","0.48"
"Bilans Alimentaires (2010-)","Belize","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","0.01"
"Bilans Alimentaires (2010-)","Belize","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","2.75"
"Bilans Alimentaires (2010-)","Belize","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0.01"
"Bilans Alimentaires (2010-)","Bénin","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","38"
"Bilans Alimentaires (2010-)","Bénin","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","9"
"Bilans Alimentaires (2010-)","Bénin","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","8"
"Bilans Alimentaires (2010-)","Bénin","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","124"
"Bilans Alimentaires (2010-)","Bénin","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","9"
"Bilans Alimentaires (2010-)","Bénin","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","11"
"Bilans Alimentaires (2010-)","Bénin","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","84.99"
"Bilans Alimentaires (2010-)","Bénin","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","27"
"Bilans Alimentaires (2010-)","Bénin","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","17.36"
"Bilans Alimentaires (2010-)","Bénin","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","69.43"
"Bilans Alimentaires (2010-)","Bénin","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","5.81"
"Bilans Alimentaires (2010-)","Bénin","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Bénin","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Bénin","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0.01"
"Bilans Alimentaires (2010-)","Bolivie (État plurinational de)","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","257"
"Bilans Alimentaires (2010-)","Bolivie (État plurinational de)","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","29"
"Bilans Alimentaires (2010-)","Bolivie (État plurinational de)","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","108"
"Bilans Alimentaires (2010-)","Bolivie (État plurinational de)","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","507"
"Bilans Alimentaires (2010-)","Bolivie (État plurinational de)","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","20"
"Bilans Alimentaires (2010-)","Bolivie (État plurinational de)","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","53"
"Bilans Alimentaires (2010-)","Bolivie (État plurinational de)","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","10.6"
"Bilans Alimentaires (2010-)","Bolivie (État plurinational de)","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Bolivie (État plurinational de)","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","4.51"
"Bilans Alimentaires (2010-)","Bolivie (État plurinational de)","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","13.45"
"Bilans Alimentaires (2010-)","Bolivie (État plurinational de)","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","0.06"
"Bilans Alimentaires (2010-)","Bolivie (État plurinational de)","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","0.02"
"Bilans Alimentaires (2010-)","Bolivie (État plurinational de)","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","0.13"
"Bilans Alimentaires (2010-)","Bolivie (État plurinational de)","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0.01"
"Bilans Alimentaires (2010-)","Bosnie-Herzégovine","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","39"
"Bilans Alimentaires (2010-)","Bosnie-Herzégovine","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Bosnie-Herzégovine","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","36"
"Bilans Alimentaires (2010-)","Bosnie-Herzégovine","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","63"
"Bilans Alimentaires (2010-)","Bosnie-Herzégovine","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Bosnie-Herzégovine","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","8"
"Bilans Alimentaires (2010-)","Bosnie-Herzégovine","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","3.97"
"Bilans Alimentaires (2010-)","Bosnie-Herzégovine","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","4.45"
"Bilans Alimentaires (2010-)","Bosnie-Herzégovine","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","8.48"
"Bilans Alimentaires (2010-)","Bosnie-Herzégovine","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","2.48"
"Bilans Alimentaires (2010-)","Bosnie-Herzégovine","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","0.14"
"Bilans Alimentaires (2010-)","Bosnie-Herzégovine","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","0.68"
"Bilans Alimentaires (2010-)","Bosnie-Herzégovine","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","0.17"
"Bilans Alimentaires (2010-)","Bosnie-Herzégovine","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Botswana","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","9"
"Bilans Alimentaires (2010-)","Botswana","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","6"
"Bilans Alimentaires (2010-)","Botswana","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","2"
"Bilans Alimentaires (2010-)","Botswana","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","8"
"Bilans Alimentaires (2010-)","Botswana","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","27"
"Bilans Alimentaires (2010-)","Botswana","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","7"
"Bilans Alimentaires (2010-)","Botswana","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","0.31"
"Bilans Alimentaires (2010-)","Botswana","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","0.59"
"Bilans Alimentaires (2010-)","Botswana","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","5.21"
"Bilans Alimentaires (2010-)","Botswana","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","0.13"
"Bilans Alimentaires (2010-)","Botswana","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","0.11"
"Bilans Alimentaires (2010-)","Botswana","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","0.01"
"Bilans Alimentaires (2010-)","Botswana","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","0.02"
"Bilans Alimentaires (2010-)","Botswana","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0.05"
"Bilans Alimentaires (2010-)","Brésil","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","7701"
"Bilans Alimentaires (2010-)","Brésil","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","125"
"Bilans Alimentaires (2010-)","Brésil","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","2837"
"Bilans Alimentaires (2010-)","Brésil","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","9902"
"Bilans Alimentaires (2010-)","Brésil","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","86"
"Bilans Alimentaires (2010-)","Brésil","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","1294"
"Bilans Alimentaires (2010-)","Brésil","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","930.52"
"Bilans Alimentaires (2010-)","Brésil","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","530.18"
"Bilans Alimentaires (2010-)","Brésil","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","261.91"
"Bilans Alimentaires (2010-)","Brésil","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","59.1"
"Bilans Alimentaires (2010-)","Brésil","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","95.64"
"Bilans Alimentaires (2010-)","Brésil","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","12.3"
"Bilans Alimentaires (2010-)","Brésil","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","33.98"
"Bilans Alimentaires (2010-)","Brésil","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0.2"
"Bilans Alimentaires (2010-)","Brésil","Disponibilité intérieure","Viande de Anim Aquatiq","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Bulgarie","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","27"
"Bilans Alimentaires (2010-)","Bulgarie","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","10"
"Bilans Alimentaires (2010-)","Bulgarie","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","207"
"Bilans Alimentaires (2010-)","Bulgarie","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","157"
"Bilans Alimentaires (2010-)","Bulgarie","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","4"
"Bilans Alimentaires (2010-)","Bulgarie","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","34"
"Bilans Alimentaires (2010-)","Bulgarie","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","13.86"
"Bilans Alimentaires (2010-)","Bulgarie","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","7.12"
"Bilans Alimentaires (2010-)","Bulgarie","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","28.67"
"Bilans Alimentaires (2010-)","Bulgarie","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","2.38"
"Bilans Alimentaires (2010-)","Bulgarie","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","2.84"
"Bilans Alimentaires (2010-)","Bulgarie","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","1.72"
"Bilans Alimentaires (2010-)","Bulgarie","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","0.89"
"Bilans Alimentaires (2010-)","Bulgarie","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","5.86"
"Bilans Alimentaires (2010-)","Burkina Faso","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","105"
"Bilans Alimentaires (2010-)","Burkina Faso","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","41"
"Bilans Alimentaires (2010-)","Burkina Faso","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","40"
"Bilans Alimentaires (2010-)","Burkina Faso","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","42"
"Bilans Alimentaires (2010-)","Burkina Faso","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","9"
"Bilans Alimentaires (2010-)","Burkina Faso","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","32"
"Bilans Alimentaires (2010-)","Burkina Faso","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","22.36"
"Bilans Alimentaires (2010-)","Burkina Faso","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","0.02"
"Bilans Alimentaires (2010-)","Burkina Faso","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","98.53"
"Bilans Alimentaires (2010-)","Burkina Faso","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","39.44"
"Bilans Alimentaires (2010-)","Burkina Faso","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","0.14"
"Bilans Alimentaires (2010-)","Burkina Faso","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Burkina Faso","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","0.08"
"Bilans Alimentaires (2010-)","Burkina Faso","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0"
